"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled","subrule_of","go_to_rule","req_screen_off","req_charging","req_silent","req_do_not_disturb","req_car_mode","prev_rule_timeout","priority_alert"
"#puisi","none","Ilustrasi menulis\nIlustrasi menulis. (dok. pixabay.com/Asnida Riani)\n1. Jarum Jam\n\nOleh: Ranita Ningrum\n\n \n\nJarum jam masih berdenting\n\nAku terdiam tak sanggup bergeming\n\nBerdiri ataukah kembali terbaring\n\nBagaikan kayu yang sudah kering\n\n \n\nJarum jam masih berdenting\n\nAku masih terdiam berbaring\n\nMeratapi nasib yang demikian menggiring\n\nMenggiringku ke pusatnya, hingga kepala ini pusing\n\n \n\nJarum jam masih berdenting\n\nAku memberanikan diri untuk berontak\n\nAku tak mau lagi terdiam berbaring\n\nKarena aku makhluk yang berotak<#>Share :     Copy Link\nlogo\nLIGA INGGRIS	\nJelang Super Sunday besok, Arsenal vs Man. United, Sabtu malam ini Man. City menjamu Sheff. United. Klik di sini!\nHomeRagam\nKumpulan Puisi tentang Kehidupan, Jadi Perenungan dan Pembelajaran\nOleh Rheza Aditya Gradianto pada 07 Agu 2020, 15:20 WIB\nIlustrasi Menulis Puisi\nIlustrasi puisi. (dok. Foto Álvaro Serrano/Unsplash)\n\nBola.com, Jakarta - Ada banyak tema puisi yang sering dijumpai dan baca di berbagai media cetak atau onile, satu di antaranya puisi tentang kehidupan.\n\nSesuai tema yang diangkat, puisi tentang kehidupan biasanya menggambarkan bagaimana kehidupan manusia yang dipenuhi dengan banyak dinamika, yang membuat hidup menjadi lebih berwarna.\n\nKehidupan yang misterius karena kita tak pernah tahu apa yang akan terjadi di masa depan, kehidupan yang tak hanya berisi kegembiraan namun juga kesedihan dan air mata, kehidupan yang tak selalu lurus namun penuh liku, menjadi sumber inspirasi bagi banyak kalangan untuk dituangkan dalam bentuk puisi.\n\nMereka yang piawai membuat puisi, bisa mendapatkan banyak inspirasi atas apa yang terjadi dalam hidup untuk menjadi sebuah karya.\n\nSementara yang lain, yang tak memiliki bakat menuangkan perasaan ke dalam bentuk puisi, bisa menikmati karya-karya sastra ini.\n\nMencoba memahami kehidupan melalui puisi bisa menjadi satu di antara cara untuk mengisi waktu. Tak hanya terhibur dengan keindahan puisi, kamu juga bisa merenungkan makna di balik puisi itu.\n\nPuisi tentang kehidupan dapat kamu jadikan sebagai sebuah pelajaran mengenai kehidupan yang dipenuhi dengan banyak cerita.\n\nBerikut kumpulan puisi tentang kehidupan, seperti dirangkum dari Romadecade dan Mypurohith, Jumat (7/8/2020).\n\n\n2 dari 4 halaman\nKumpulan Puisi tentang Kehidupan\nIlustrasi menulis\nIlustrasi menulis. (dok. pixabay.com/Asnida Riani)\n1. Jarum Jam\n\nOleh: Ranita Ningrum\n\n \n\nJarum jam masih berdenting\n\nAku terdiam tak sanggup bergeming\n\nBerdiri ataukah kembali terbaring\n\nBagaikan kayu yang sudah kering\n\n \n\nJarum jam masih berdenting\n\nAku masih terdiam berbaring\n\nMeratapi nasib yang demikian menggiring\n\nMenggiringku ke pusatnya, hingga kepala ini pusing\n\n \n\nJarum jam masih berdenting\n\nAku memberanikan diri untuk berontak\n\nAku tak mau lagi terdiam berbaring\n\nKarena aku makhluk yang berotak\n\n \n\n2. Derita\n\nOleh: Sarah Andriani Saputri\n\n \n\nTak tahu sampai kapan\n\nJalan yang ku tempuh ini sampai di ujung\n\n \n\nLelah... Aku merasa lelah\n\nDengan jalan yang aku tapaki\n\nMungkin memang harus ku kemudikan dengan baik\n\nAgar sampai di tujuan sesuai keinginan\n\n \n\nTapi, bisa kah diri ku?\n\nBisakah kemudi itu berkolaborasi dengan pikiran ku ini?\n\nAtaukah kemudi itu yang bisa membawa ku ke jalan yang benar?\n\n \n\nTuhan... Ada kah seseorang yang Kau siapkan untuk ku\n\nUntuk bersama menopang beban yang ku pikul ini\n\nAgar mau ku bagi kesedihan ku\n\nMau ku bagi derita ku\n\n \n\nTak tahu apa lagi yang bisa ku lakukan\n\nAku\n\nWanita yang penuh dosa\n\nYang berharap Kau mau menunjukkan\n\nKuasa-Mu itu untuk ku<#>Sejak awal kumemulai mengenal dunia\n\nSejak itu juga kumemulai memahami arti hidup\n\nBanyak kisah yang telah aku lewati\n\nDemi mengejar impian\n\n \n\nSemua kisah itu tak dapat ku lupakan dari memoriku\n\nTentang perjuangan kehidupanku untuk meraih impianku\n\nWalau banyak rintangan yang harus dihadapi\n\nNamun bukan itu yang membuatku harus menyerah\n\n \n\nKarna kehidupan ini butuh kerja keras dan pengorbanan yang luar biasa\n\nMaka itu tak ada kata menyerah sebelum mencapai impian yang penuh harapan<#>Jangan sangka, kehidupan selalu bahagia\n\nJangan dipikir, hidup hanya enak-enak saja\n\nJika kau berpikir hanya sampai itu saja\n\nMaka, kau perlu melihat luasnya dunia\n\n \n\nBanyak orang yang ingin menjatuhkan\n\nTutur katanya yang menyakitkan\n\nSehingga tak jarang membuat hidup berantakan\n\nItulah hidup, butuh sebuah perjuangan\n\n \n\nJangan sampai kau merasa terlena\n\nDengan kehidupan yang fana\n\nSuatu ketika akan datang sebuah luka\n\nDan kau harus pasang kuda-kuda\n\n \n\nHidup butuh perjuangan\n\nDi mana kau tak hanya bisa berpangku tangan\n\nNamun harus berani dalam mengambil keputusan\n\nJika kau benar, kau akan bertemu kesuksesan\n\nSehingga kehidupan mu akan lebih nyaman<#>Ode berisi pujian kepada seseorang, bangsa, dewa, atau yang dianggap mulia. Contohnya puisi karya Sanusi Pane (1963) berjudul Teratai yang ditujukan kepada Ki Hajar Dewantara berikut:\n\nDalam kebun di tanah airku\nTumbuh sekuntum bunga teratai;\nTersembunyi kembang indah permai.\nTak terlihat orang yang lalu.\n\nAkhirnya tumbuh di hati dunia,\nDaun bersemi Laksmi mengarang,\nBiarpun ia diabaikan orang,\nSerodja kembang gemilang mulia.\n\nTeruslah, o Teratai Bahagia,\nBerseri di kebun Indonesia.\nBiar sedikit penjaga taman.\n\nBiarpun engkau tidak dilihat,\nBiarpun engkau tidak diminat,\nEngkau pun turut menjaga Zaman.<#>Awalnya sajak himne terbatas pada pujian untuk Tuhan. Seiring berjalannya waktu, sajak himne juga ditujukan untuk bangsa, pahwalan, tanah air, dan sebagainya. Contohnya puisi karya Chairil Anwar berjudul Isa (1959) berikut:\n\nItu tubuh\nmengucur darah\nmengucur darah\n\nrubuh\npatah\nmendampar tanya: aku salah?\n\nKulihat Tubuh mengucur darah\naku berkaca dalam darah\n\nterbayang terang di mata masa\nbertukar rupa ini segera\n\nmengatup luka\naku bersuka\n\nIa Tubuh\nmengucur darah.\nmengucur darah.<#>Pahlawan Pandemi\n\nMereka bekerja baik siang maupun malam\nMenyimpan lelah dalam-dalam\n\nMereka tak bisa berkumpul bersama keluarga\nDemi menyelamatkan banyak raga\n\nMereka satu per satu gugur\nNamun semangatnya tak pernah luntur\n\nMereka berkorban susah payah\nKita bantu dengan tetap di rumah<#>aku kadang kala merasa\nlebih hebat dari pada orang lain\nmerasa paling super diantara teman\n\njangan memendam sifat sok seperti ini\nkan merugikan diri sendiri \n\nsepandai-pandai tupai melompat\nsuatu saat terjatuh juga, kena batunya\n\ningat kata pepatah lama\ndi atas langit masih ada langit...","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"*#bugreport//#bugreport*","normal","*[ WAIT PROSES...❗]*<#>------------------------------------------------------------\n*LAPORKAN BUG KE NO.OWNER DI BAWAH❗*\n\nNo.Owner: https://wa.me/6283841539788\n\n             «—__YnzBotZ〽️__—»","all","5","5","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#snk","none","*Syarat dan Ketentuan Bot ❗*\n\n1. Teks dan nama pengguna WhatsApp anda akan kami simpan di dalam server selama bot aktif\n2. Data anda akan di hapus ketika bot Offline\n3. Kami tidak menyimpan gambar, video, file, audio, dan dokumen yang anda kirim\n4. Kami tidak akan pernah meminta anda untuk memberikan informasi pribadi\n5. Jika menemukan Bug/Error silahkan langsung lapor ke Owner bot\n6. Apapun yang anda perintah pada bot ini, KAMI TIDAK AKAN BERTANGGUNG JAWAB!\n7. *INI ADALAH BOT AUTORESPON BUKAN BOT TERMUX!!!*\n\nThanks !","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#apkeditvideo","none","*[ WAIT PROSES...❗]*<#>_Tak Sedikit Apk Yang Bisa Kita Gunakan Untuk Mengedit Video Di Hp Android_\n\n*Berikut Beberapa Apk editor Yang\nOCHOBOT 🤖 Kumpulkan:*\n\n1. *Kine Master* : https://play.google.com/store/apps/details?id=com.nexstreaming.app.kinemasterfree\n\n2. *Viva Video* :\nhttps://play.google.com/store/apps/details?id=com.quvideo.xiaoying\n\n3. *Power Director* :\nhttps://play.google.com/store/apps/details?id=com.cyberlink.powerdirector.DRA140225_01\n\n4. *VN* :\nhttps://play.google.com/store/apps/details?id=com.frontrow.vlog\n\n5. *Inshot* : \nhttps://play.google.com/store/apps/details?id=com.camerasideas.instashot\n\n       —_Powered by YnzBotZ 〽️_—","all","4","4","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#apkjedagjedug","none","👤Nama: %name%\n📝Pesan: %message%_\n\n_Pada Jaman Ini Pastinya Kita\nSudah Tidak Asing Lagi Dengan\nSebutan ""Editor Berkelas""_\n\n_Berikut Beberapa Apk Yang Sering Digunakan Oleh Editor Berkelas Untuk Membuat Video ""Jedag Jedug"" Yang Telah Di Kumpulan Oleh\nYnzBotZ 🤖_\n\n1. *Alight Montion* :\nhttps://play.google.com/store/apps/details?id=com.alightcreative.motion\n\n2. *CapCut* :\nhttps://play.google.com/store/apps/details?id=com.lemon.lvoverseas\n\n3. *VN* : \nhttps://play.google.com/store/apps/details?id=com.frontrow.vlog\n\n4. *Kine Master* :\nhttps://play.google.com/store/apps/details?id=com.nexstreaming.app.kinemasterfree\n\n5. *Inshot* :\nhttps://play.google.com/store/apps/details?id=com.camerasideas.instashot","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#apkhpsbgfoto","none","*_Hapus Background Foto Adalah Editing Hal Yang Gampang Gampang\nSusah Karena Kita Harus Menghapus Background Dari Foto Dan Mengambil Foto Yang Tidak Kita Hapus_*\n\n_YnzBotZ🤖 Telah Menyediakan 2 Apk/Cara Untuk hapus Background:_\n\n*1. Cara Instan*\n\nDi Cara Instan Ini Kita Tidak Perlu Susah Payah Untuk Menghapus Background , Yang Kita Lakukan Hanyalah Buka "" *Google* "" Lalu Search/ketik *remove.bg* setelah itu kita pilih *aploud image* setelah itu kita pilih foto mana yang akan kita hapus backgroundnya , jika sudah tunggu sampai slesai , dan jika sudah selesai tinggal kita eksport dengan klik tombol *download* \n\n*2. Cara noninstan*\n\nNoninstan/tidak instan ini Kita Harus Hapus Background Sendiri Dengan Cara Hapus Perlahan Background Foto Dengan Berhati-hati Agak Hasil Foto Bagus ,\nBerikut Beberapa Apk Yang Bisa Kita Gunakan :\n\n*- Pixellab* \n*- Piscart*\n*- Picsay*","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#impostor","none","⠀⠀⠀⠀⠀⠀⣠⣴⣶⣿⠿⢿⣶⣶⣦⣄⠀⠀⠀⠀\n⠀⠀⠀⠀⠀⣼⡿⠋⠁⠀⠀⠀⢀⣈⠙⢿⣷⡄⠀⠀\n⠀⠀⠀⠀⢸⣿⠁⠀⢀⣴⣿⠿⠿⠿⠿⠿⢿⣷⣄⠀\n⠀⢀⣀⣠⣾⣿⡇⠀⣾⣿⡄⠀⠀⠀⠀⠀⠀⠀⠹⣧\n⣾⡿⠉⠉⣿⠀⡇⠀⠸⣿⡌⠓⠶⠤⣤⡤⠶⢚⣻⡟\n⣿⣧⠖⠒⣿⡄⡇⠀⠀⠙⢿⣷⣶⣶⣶⣶⣶⢿⣿⠀\n⣿⡇⠀⠀⣿⡇⢰⠀⠀⠀⠀⠈⠉⠉⠉⠁⠀⠀⣿⠀\n⣿⡇⠀⠀⣿⡇⠈⡄⠀⠀⠀⠀⠀⠀⠀⠀⢀⣿⣿⠀\n⣿⣷⠀⠀⣿⡇⠀⠘⠦⣄⣀⣀⣀⣀⣀⡤⠊⠀⣿⠀\n⢿⣿⣤⣀⣿⡇⠀⠀⠀⢀⣀⣉⡉⠁⣀⡀⠀⣾⡟⠀\n⠀⠉⠛⠛⣿⡇⠀⠀⠀⠀⣿⡟⣿⡟⠋⠀⢰⣿⠃⠀\n⠀⠀⠀⠀⣿⣧⠀⠀⠀⢀⣿⠃⣿⣇⠀⢀⣸⡯⠀⠀\n⠀⠀⠀⠀⠹⢿⣶⣶⣶⠿⠃⠀⠈⠛⠛⠛⠛⠁⠀⠀","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#soviet","none","⠀                         ⠉⠲⣤⡀\n⠀⠀⠀⠀⠀⠀⢀⣤⣀⣀⣀⠀⠈⠻⣷⣄\n⠀⠀⠀⠀⢀⣴⣿⣿⣿⡿⠋⠀⠀⠀⠹⣿⣦⡀\n⠀⠀⢀⣴⣿⣿⣿⣿⣏⠀⠀⠀⠀⠀⠀⢹⣿⣧\n⠀⠀⠙⢿⣿⡿⠋⠻⣿⣿⣦⡀⠀⠀⠀⢸⣿⣿⡆\n⠀⠀⠀⠀⠉⠀⠀⠀⠈⠻⣿⣿⣦⡀⠀⢸⣿⣿⡇\n⠀⠀⠀⠀⢀⣀⣄⡀⠀⠀⠈⠻⣿⣿⣶⣿⣿⣿⠁\n⠀⠀⠀⣠⣿⣿⢿⣿⣶⣶⣶⣶⣾⣿⣿⣿⣿⡁\n⢠⣶⣿⣿⠋⠀⠀⠉⠛⠿⠿⠿⠿⠿⠛⠻⣿⣿⣦⡀\n⣿⣿⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠻⣿","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#coffe","none","∴∴∴︴︴︴︴︴\n∴∴◤▔▔▔▔◥❚❘⊢╮\n∴∴▉▒▒▒▒▒▉❘﹍〡\n∴∴▇▒▒▒▒▒▇❘⊢╯\n∴∴◥▇▇▇▇◤\n∴◥▇▇▇▇▇▇◤\n◒𝕐𝕠𝕜🄽🄶🄾🄿🄸🅑🅞🅢🅚🅤◒","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#spongebob","none",". ___________________\n▕╮╭┻┻╮╭┻┻╮╭▕╮╲\n▕╯┃╭╮┃┃╭╮┃╰▕╯╭▏\n▕╭┻┻┻┛┗┻┻┛   ▕  ╰▏\n▕╰━━━┓┈┈┈╭╮▕╭╮▏\n▕╭╮╰┳┳┳┳╯╰╯▕╰╯▏\n▕╰╯┈┗┛┗┛┈╭╮▕╮┈▏","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#itik","none","╭━╮\n◢╰╰┓\n╰┳┳╯<#>┊┊╭━━━╮┊┊╭━━━╮┊┊\n┊┊┃┈▋▋┃┊┊┃▋▋┈┃┊┊\n┏━╯┈┈┈◣┊┊◢┈┈┈╰━┓\n┃┗━╯┈┈┃┊┊┃┈┈╰━┛┃\n╰━┳━┳━╯┊┊╰━┳━┳━╯\n━━┻━┻━━━━━━┻━┻━━","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#cow","none",".   ╭┐┌╮☆°．·\n╭┘└┘└╮∴°☆°\n└┐．．┌———╮∴°\n╭┴———┤          ├╮\n│ｏ　ｏ│　  　│●°\n╰┬———╯          │ ∴°·\n ☆\ˍˍ\_ˍ|—|ˍˍ/ˍˍ/∴☆.","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#cess","none","☆┌─┐  ─┐☆\n　│▒│ /▒/\n　│▒│/▒/\n　│▒ /▒/─┬─┐◯\n　│▒│▒|▒│▒│\n┌┴─┴─┐-┘─┘\n│▒┌──┘▒▒▒│◯\n└┐▒▒▒▒▒▒┌┘\n◯└┐▒▒▒▒┌","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#kereta","none","╭━ ♥━ ♥━ ♥━ ♥━ ❤️\n╰╮┏━┳┳┳┓  ┏┳┳┳┳┳┓\n┏┻╋━╋┻┻┫  ┣┻┻┻┻┻┫\n┗ⓞ━━━ⓞ┻━┻ⓞ━━┻ⓞ━━ⓞ╯","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#hackerfont1","none","◢▃▃▃▃◤▔▔▔◥▃▃▃▃◣\n  ✺�𝙷𝙰𝙲𝙺 ☬𝐂𝐲𝐛𝐞𝐫𝐓𝐞𝐚𝐦�✺ ◥▔▔▔▔◣▃▃▃◢▔▔▔▔◤","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#maskhacker","none","▇▇▇◤▔▔▔▔▔▔▔◥▇▇▇ ▇▇▇▏◥▇◣┊◢▇◤▕▇▇▇ ▇▇▇▏▃▆▅▎▅▆▃▕▇▇▇ ▇▇▇▏╱▔▕▎▔▔╲▕▇▇▇ ▇▇▇◣◣▃▅▎▅▃◢◢▇▇▇ ▇▇▇▇◣◥▅▅▅◤◢▇▇▇▇ ▇▇▇▇▇◣╲▇╱◢▇▇▇▇▇ ▇▇▇▇▇▇◣▇◢▇▇▇▇▇▇","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#hellofont","none","╔╗╔╗╔═╗╔╗─╔╗─╔═╗   ║╚╝║║╦╝║║─║║─║║║   ║╔╗║║╩╗║╚╗║╚╗║║║   ╚╝╚╝╚═╝╚═╝╚═╝╚═╝","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#helicopter","none","..... ╭╬╮◢ \n_╭▅񾆈▇▆▅▄▃▂▁(╳)█╮ ..\n   ╰═▃_▁∠════▔▔▔","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#mlfont","none","◥🄼🄾🄱🄸🄻🄴◤ ╭═══════╮\n╰═══════╯◢🄻🄴🄶🄴🄽🄳◣","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#fontff","none","◥Ⓕ︎Ⓡ︎Ⓔ︎Ⓔ︎◤ ╭═════╮\n╰═════╯◢Ⓕ︎Ⓘ︎Ⓡ︎Ⓔ︎◣","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#tank","none",".        (҂`_´)     <,︻╦̵̵̿╤─ ҉     ~  • █۞███████]▄▄▄▄▄▄▄▄▄▄▃ ●●● ▂▄▅█████████▅▄▃▂… [███████████████████] ◥⊙▲⊙▲⊙▲⊙▲⊙▲⊙▲⊙","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#lovefont","none","*█████████████████████*\n*█▄─▄███─▄▄─█▄─█─▄█─▄█*\n*██─██▀█─██─██─█─██─▄█*\n*▀▄▄▄▄▄▀▄▄▄▄▀▀▄▄▄▀▀▄▄▀*","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#musicfont","none","♫♪.     ılılıl l|̲̅̅●̲̅̅|̲̅̅=̲̅̅|̲̅̅●̲̅̅|  llılılı    .♫♪\n02:34━━━●━━━━━━05:00\n   ⇆          «    ⦷    »         ↻","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#sarangeo","none","⠀      ｡ﾟﾟ･｡･ﾟﾟ｡\n         ﾟ。    　｡ﾟ\n             ﾟ･｡･ﾟ\n       ︵               ︵ \n    (        ╲       /       /\n      ╲          ╲/       /\n           ╲          ╲  /\n          ╭ ͡   ╲           ╲\n     ╭ ͡   ╲        ╲       ﾉ\n╭ ͡   ╲        ╲         ╱\n ╲       ╲          ╱\n      ╲         ╱\n          ︶\n..................................","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#fakta","none","Ikan hiu kehilangan gigi lebih dari 6000buah setiap tahun, dan gigi barunya tumbuh dalam waktu 24 jam.<#>Semut dapat mengangkat Beban 50 kali tubuhnya.<#>Mulut menghasilkan 1 liter ludah setiap hari.<#>Mengunyah permen karet saat mengupas Bawang mencegah kita menangis<#>Siput bisa tidur selama 3 tahun<#>Memakai Headphone selama 1 jam dapat mengembangbiakan bakteri dalam kuping 700 kali lebih cepat.<#>Kecoak bisa hidup 9 hari tanpa kepala, dan akan mati karena kelaparan<#>Daya ingat ikan hanya 3 detik<#>Mata burung unta lebih besar dari otaknya<#>Berdiri lama tanpa menekuk lutut sama sekali akan membuat kita pingsan<#>Siapa yang tidak kenal dengan tokoh kartun Mickey dan Minnie, bahkan sejak orang tua kita berpacaran kedua tokoh ini sudah menemani mereka. Yang jarang orang ketahui, pengisi suara dari pasangan Mickey (Wayne Allwine) dan Minnie (Russi Taylor) ini ternyata mengalami cinta lokasi dan menikah selama hampir 2 dekade, sampai akhirnya Wayne Allwine meninggal pada usia 62 tahun.<#>Trailer film atau cuplikan film yang biasanya kita tonton sebelum kita menonton keseluruhan film pada awalnya diciptakan untuk ditampilkan setelah film berakhir, karena itu cuplikan film dinamai trailer yang dalam bahasa Indonesia artinya buntut<#>yawn GIF by New Hope ClubDi fakta ini terlihat perbedaan yang sangat signifikan antara pria dan wanita. Saat para wanita bisa menghabiskan waktu berjam-jam hanya di dalam satu toko atau department store, ternyata kebanyakan pria sudah merasa bosan setelah berbelanja lebih dari 26 menit. Jadi untuk para wanita, hargailah usaha para pria yang sabar menemanimu berbelanja berjam-jam.<#>Tahukah kamu kalau logo burung biru di twitter itu punya nama? Bukan cuma logo udang di Shopee yang punya nama Shebi dan Hebi, logo burung biru di twitter itu bernama Larry.<#>high five kitten GIFSeperti mamalia pada umumnya, kucing mempunyai 5 jari kaki pada kaki depan mereka, tapi di kaki belakang, mereka hanya mempunyai 4 jari kaki. Ilmuwan memperkirakan 4 jari kaki di bagian belakang membantu mereka untuk berlari lebih cepat. Kamu mengaku pecinta kucing? Sudahkah kamu tahu fakta ini?<#>Tidak semua bayi prematur harus masuk ke inkubator, karena hal ini sangat bergantung pada kondisi bayi saat dilahirkan. Inkubator memang bisa menjaga suhu bayi tetap hangat. Namun, jika kondisi bayi prematur cukup stabil, beberapa dokter kandungan lebih menyarankan metode kangguru (kangaroo mother care).","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
